pdb_id;organism_scientific_name;organism_synonyms;rank;genus;superkingdom;assembly_composition;assembly_type;entity_id
7aqd;Bacillus subtilis subsp. subtilis str. 168;Bacillus Subtilis Subsp. Subtilis 168,Bacillus Subtilis 168,Bacillus Subtilis Subsp. Subtilis Str. 168,Bacillus Subtilis (Strain 168),Bacsu,Bacillus Subtilis Subsp. Subtilis Str. Bgsc 1a700,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Bacillus;Bacteria;RNA/protein complex;32-mer;18
7as9;Bacillus subtilis subsp. subtilis str. 168;Bacillus Subtilis Subsp. Subtilis 168,Bacillus Subtilis 168,Bacillus Subtilis Subsp. Subtilis Str. 168,Bacillus Subtilis (Strain 168),Bacsu,Bacillus Subtilis Subsp. Subtilis Str. Bgsc 1a700,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Bacillus;Bacteria;RNA/protein complex;32-mer;2
6ys3;Escherichia coli BL21(DE3);Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;32-mer;29
6qdw;Escherichia coli BL21(DE3);Escherichia Coli (Strain B / Bl21-De3),Escherichia Coli Bl21(De3),Escherichia Coli Str. Bl21(De3),Ecobd,Escherichia Coli Strain Bl21(De3),Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;32-mer;29
7zp8;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;32-mer;31
7zai;Pyrococcus abyssi GE5;Pyrococcus Abyssi Ge5,Pyrococcus Abyssi Strain Ge5,Pyrab,Pyrococcus Abyssi Str. Orsay,Pyrococcus Abyssi Str. Ge5,Pyrococcus Abyssi (Strain Ge5 / Orsay),Pyrococcus abyssi,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;32-mer;31
7z20;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;32-mer;31
7zq6;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;32-mer;31
8ap4;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;33-mer;7
7ope;Bacillus subtilis subsp. subtilis str. 168;Bacillus Subtilis Subsp. Subtilis 168,Bacillus Subtilis 168,Bacillus Subtilis Subsp. Subtilis Str. 168,Bacillus Subtilis (Strain 168),Bacsu,Bacillus Subtilis Subsp. Subtilis Str. Bgsc 1a700,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Bacillus;Bacteria;RNA/protein complex;33-mer;22
6okk;Plasmodium falciparum 3D7;Plaf7,Plasmodium Falciparum 3d7,Plasmodium Falciparum (Isolate 3d7),Plasmodium falciparum,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida,Apicomplexa,Eukaryota;species,genus,family,order,class,phylum,superkingdom;Plasmodium;Eukaryota;RNA/protein complex;33-mer;33
3j7a;Plasmodium falciparum 3D7;Plaf7,Plasmodium Falciparum 3d7,Plasmodium Falciparum (Isolate 3d7),Plasmodium falciparum,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida,Apicomplexa,Eukaryota;species,genus,family,order,class,phylum,superkingdom;Plasmodium;Eukaryota;RNA/protein complex;33-mer;33
6xz7;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;33-mer;32
6xz7;Saccharomyces cerevisiae;Saccharomyces Italicus,Saccharomyces Capensis,Saccharomyces Cerevisiae (Baker'S Yeast),Brewer'S Yeast,Mycoderma Cerevisiae,Saccharomyces Oviformis,S. Cerevisiae,Yeasx,Baker'S Yeast,Saccharomyces Cerevisiae,Saccharomyces Uvarum Var. Melibiosus,Candida Robusta,Saccharomyces cerevisiae,Saccharomyces,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Saccharomyces;Eukaryota;RNA/protein complex;33-mer;33
8s1u;Bacillus subtilis subsp. subtilis str. 168;Bacillus Subtilis Subsp. Subtilis 168,Bacillus Subtilis 168,Bacillus Subtilis Subsp. Subtilis Str. 168,Bacillus Subtilis (Strain 168),Bacsu,Bacillus Subtilis Subsp. Subtilis Str. Bgsc 1a700,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Bacillus;Bacteria;RNA/protein complex;33-mer;1
7as8;Bacillus subtilis subsp. subtilis str. 168;Bacillus Subtilis Subsp. Subtilis 168,Bacillus Subtilis 168,Bacillus Subtilis Subsp. Subtilis Str. 168,Bacillus Subtilis (Strain 168),Bacsu,Bacillus Subtilis Subsp. Subtilis Str. Bgsc 1a700,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Bacillus;Bacteria;RNA/protein complex;33-mer;3
7wtu;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;33-mer;28
7zag;Pyrococcus abyssi GE5;Pyrococcus Abyssi Ge5,Pyrococcus Abyssi Strain Ge5,Pyrab,Pyrococcus Abyssi Str. Orsay,Pyrococcus Abyssi Str. Ge5,Pyrococcus Abyssi (Strain Ge5 / Orsay),Pyrococcus abyssi,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;33-mer;31
7zah;Pyrococcus abyssi GE5;Pyrococcus Abyssi Ge5,Pyrococcus Abyssi Strain Ge5,Pyrab,Pyrococcus Abyssi Str. Orsay,Pyrococcus Abyssi Str. Ge5,Pyrococcus Abyssi (Strain Ge5 / Orsay),Pyrococcus abyssi,Pyrococcus,Thermococcaceae,Thermococcales,Thermococci,Euryarchaeota,Archaea;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Pyrococcus;Archaea;RNA/protein complex;33-mer;31
8qrn;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;34-mer;32
8g6y;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;34-mer;7
8g6y;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;34-mer;8
8g6x;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;34-mer;32
8g6x;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;34-mer;33
8fvy;Giardia intestinalis assemblage A;Giardia Duodenalis Assemblage A,Giardia Intestinalis Assemblage A,Giardia Lamblia (Assemblage A),Giardia intestinalis,Giardia,Giardiinae,Hexamitidae,Diplomonadida,Fornicata,Eukaryota;species,genus,subfamily,family,order,phylum,superkingdom;Giardia;Eukaryota;RNA/protein complex;34-mer;32
5zet;Mycolicibacterium smegmatis MC2 155;Mycolicibacterium Smegmatis (Strain Atcc 700084 / Mc(2)155),Mycolicibacterium Smegmatis (Strain Atcc 700084 / Mc(2)155) (Mycobacterium Smegmatis),Mycobacterium Smegmatis 'Mc2 155',Mycobacterium Smegmatis Mc2 155,Mycs2,Mycolicibacterium Smegmatis Mc2 155,Mycobacterium Smegmatis,Mycolicibacterium smegmatis,Mycolicibacterium,Mycobacteriaceae,Mycobacteriales,Actinomycetes,Actinomycetota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Mycolicibacterium;Bacteria;RNA/protein complex;34-mer;25
7aqc;Bacillus subtilis subsp. subtilis str. 168;Bacillus Subtilis Subsp. Subtilis 168,Bacillus Subtilis 168,Bacillus Subtilis Subsp. Subtilis Str. 168,Bacillus Subtilis (Strain 168),Bacsu,Bacillus Subtilis Subsp. Subtilis Str. Bgsc 1a700,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Bacillus;Bacteria;RNA/protein complex;34-mer;15
7wtt;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;34-mer;28
8ip9;Triticum aestivum;Triticum Aestivum (Wheat),Canadian Hard Winter Wheat,Triticum Aestivum,Triticum Aestivum Subsp. Aestivum,Triticum Vulgare,Common Wheat,Wheat,Bread Wheat,Triticum aestivum,Triticum,Pooideae,Poaceae,Poales,Magnoliopsida,Streptophyta,Viridiplantae,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Triticum;Eukaryota;RNA/protein complex;35-mer;35
5o60;Mycolicibacterium smegmatis MC2 155;Mycolicibacterium Smegmatis (Strain Atcc 700084 / Mc(2)155),Mycolicibacterium Smegmatis (Strain Atcc 700084 / Mc(2)155) (Mycobacterium Smegmatis),Mycobacterium Smegmatis 'Mc2 155',Mycobacterium Smegmatis Mc2 155,Mycs2,Mycolicibacterium Smegmatis Mc2 155,Mycobacterium Smegmatis,Mycolicibacterium smegmatis,Mycolicibacterium,Mycobacteriaceae,Mycobacteriales,Actinomycetes,Actinomycetota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Mycolicibacterium;Bacteria;RNA/protein complex;35-mer;35
3j7z;Escherichia coli K-12;Ecoli,Escherichia Coli (Strain K12),Escherichia Coli K-12,Escherichia Coli K12,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;35-mer;8
5mmi;Spinacia oleracea;Spinacia Oleracea,Spinacea Oleracea,Spinacia Oleracea (Spinach),Spinach,Spiol,Spinacia oleracea,Spinacia,Chenopodioideae,Chenopodiaceae,Caryophyllales,Magnoliopsida,Streptophyta,Viridiplantae,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Spinacia;Eukaryota;RNA/protein complex;35-mer;35
6sw9;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;35-mer;31
6swc;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;35-mer;31
6s0k;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;35-mer;1
7wtv;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;35-mer;27
7po2;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;35-mer;32
5gaf;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;36-mer;2
5gag;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;36-mer;2
5jbh;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;36-mer;32
5jb3;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;36-mer;30
5gae;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;36-mer;36
5gah;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;36-mer;2
6i0y;Escherichia coli;E. Coli,Escherichia Coli,Ecolx,Bacterium 10a,Escherichia Sp. 3_2_53faa,Bacillus Coli,Bacterium Coli,Bacterium Coli Commune,Bacterium E3,Achromobacter Sp. Atcc 35328,Escherichia/Shigella Coli,Enterococcus Coli,Escherichia Sp. Mar,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,Bacteria;species,genus,family,order,class,phylum,superkingdom;Escherichia;Bacteria;RNA/protein complex;36-mer;31
8ois;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;36-mer;9
8oip;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;36-mer;9
6gaz;Homo sapiens;Homo Sapiens (Human),Human,Homo Sapiens,Homo sapiens,Homo,Homininae,Hominidae,Primates,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,subfamily,family,order,class,phylum,kingdom,superkingdom;Homo;Eukaryota;RNA/protein complex;36-mer;19
7syu;Oryctolagus cuniculus;New Zealand Rabbit,Rabbit,Oryctolagus Cuniculus (Rabbit),European Rabbit,Oryctolagus Cuniculus,Japanese White Rabbit,Rabit,Domestic Rabbit,Lepus Cuniculus,Rabbits,Oryctolagus cuniculus,Oryctolagus,Leporidae,Lagomorpha,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Oryctolagus;Eukaryota;RNA/protein complex;37-mer;37
7syt;Oryctolagus cuniculus;New Zealand Rabbit,Rabbit,Oryctolagus Cuniculus (Rabbit),European Rabbit,Oryctolagus Cuniculus,Japanese White Rabbit,Rabit,Domestic Rabbit,Lepus Cuniculus,Rabbits,Oryctolagus cuniculus,Oryctolagus,Leporidae,Lagomorpha,Mammalia,Chordata,Metazoa,Eukaryota;species,genus,family,order,class,phylum,kingdom,superkingdom;Oryctolagus;Eukaryota;RNA/protein complex;37-mer;35
8g4s;Giardia intestinalis assemblage A;Giardia Duodenalis Assemblage A,Giardia Intestinalis Assemblage A,Giardia Lamblia (Assemblage A),Giardia intestinalis,Giardia,Giardiinae,Hexamitidae,Diplomonadida,Fornicata,Eukaryota;species,genus,subfamily,family,order,phylum,superkingdom;Giardia;Eukaryota;RNA/protein complex;37-mer;32
8g4s;Giardia intestinalis assemblage A;Giardia Duodenalis Assemblage A,Giardia Intestinalis Assemblage A,Giardia Lamblia (Assemblage A),Giardia intestinalis,Giardia,Giardiinae,Hexamitidae,Diplomonadida,Fornicata,Eukaryota;species,genus,subfamily,family,order,phylum,superkingdom;Giardia;Eukaryota;RNA/protein complex;37-mer;36
8g4s;Giardia intestinalis assemblage A;Giardia Duodenalis Assemblage A,Giardia Intestinalis Assemblage A,Giardia Lamblia (Assemblage A),Giardia intestinalis,Giardia,Giardiinae,Hexamitidae,Diplomonadida,Fornicata,Eukaryota;species,genus,subfamily,family,order,phylum,superkingdom;Giardia;Eukaryota;RNA/protein complex;37-mer;35
